sample	Cruise	Cruise Name	Station	BODC Station	BODC Bottle Number	Latitude	Longitude	DEPTH [m]	Bot. Depth [m]	PRESSURE [dbar]	CTDTMP [deg C]	CTDSAL	SALINITY_D_CONC_BOTTLE	CFC-11_D_CONC_BOTTLE [pmol/kg]	CFC-12_D_CONC_BOTTLE [pmol/kg]	CFC113_D_CONC_BOTTLE [pmol/kg]	SF6_D_CONC_BOTTLE [fmol/kg]	He_D_CONC_BOTTLE [nmol/kg]	Ne_D_CONC_BOTTLE [nmol/kg]	OXYGEN_D_CONC_BOTTLE [umol/kg]	CTDOXY [umol/kg]	PHOSPHATE_D_CONC_BOTTLE [umol/kg]	PHOSPHATE_LL_D_CONC_BOTTLE [umol/kg]	SILICATE_D_CONC_BOTTLE [umol/kg]	NITRATE_D_CONC_BOTTLE [umol/kg]	NITRATE_LL_D_CONC_BOTTLE [umol/kg]	NITRITE_D_CONC_BOTTLE [umol/kg]	NITRITE_LL_D_CONC_BOTTLE [umol/kg]	TALK_D_CONC_BOTTLE [umol/kg]	DIC_D_CONC_BOTTLE [umol/kg]	DOC_D_CONC_BOTTLE [umol/kg]	DIC_13_12_D_DELTA_BOTTLE [per mil]	He_3_4_D_DELTA_BOTTLE [per mil]	TRITIUM_D_CONC_BOTTLE [TU]	H2O_2_1_D_DELTA_BOTTLE [per mil]	H2O_18_16_D_DELTA_BOTTLE [per mil]	NITRATE_15_14_D_DELTA_BOTTLE [per mil]	SILICATE_30_28_D_DELTA_BOTTLE [per mil]	SALINITY_D_CONC_PUMP	PHOSPHATE_LL_D_CONC_FISH [umol/kg]	NITRATE_LL_D_CONC_FISH [umol/kg]	NITRITE_LL_D_CONC_FISH [umol/kg]	SALINITY_D_CONC_UWAY	DOC_D_CONC_UWAY [umol/kg]	Al_D_CONC_BOTTLE [nmol/kg]	Ba_D_CONC_BOTTLE [nmol/kg]	Cd_D_CONC_BOTTLE [nmol/kg]	Co_D_CONC_BOTTLE [pmol/kg]	Cu_D_CONC_BOTTLE [nmol/kg]	Fe_D_CONC_BOTTLE [nmol/kg]	Fe_II_D_CONC_BOTTLE [nmol/kg]	Fe_S_CONC_BOTTLE [nmol/kg]	Ga_D_CONC_BOTTLE [pmol/kg]	Hg_D_CONC_BOTTLE [pmol/kg]	Mn_D_CONC_BOTTLE [nmol/kg]	Ni_D_CONC_BOTTLE [nmol/kg]	Pb_D_CONC_BOTTLE [pmol/kg]	Zn_D_CONC_BOTTLE [nmol/kg]	Y_D_CONC_BOTTLE [pmol/kg]	La_D_CONC_BOTTLE [pmol/kg]	Ce_D_CONC_BOTTLE [pmol/kg]	Pr_D_CONC_BOTTLE [pmol/kg]	Nd_D_CONC_BOTTLE [pmol/kg]	Sm_D_CONC_BOTTLE [pmol/kg]	Eu_D_CONC_BOTTLE [pmol/kg]	Gd_D_CONC_BOTTLE [pmol/kg]	Tb_D_CONC_BOTTLE [pmol/kg]	Dy_D_CONC_BOTTLE [pmol/kg]	Ho_D_CONC_BOTTLE [pmol/kg]	Er_D_CONC_BOTTLE [pmol/kg]	Tm_D_CONC_BOTTLE [pmol/kg]	Yb_D_CONC_BOTTLE [pmol/kg]	Lu_D_CONC_BOTTLE [pmol/kg]	Nd_143_144_D_EPSILON_BOTTLE [per 10000]	Pb_206_204_D_RATIO_BOTTLE	Pb_206_207_D_RATIO_BOTTLE	Pb_208_207_D_RATIO_BOTTLE	Cd_114_110_D_DELTA_BOTTLE [per mil]	Fe_56_54_D_DELTA_BOTTLE [per mil]	Zn_66_64_D_DELTA_BOTTLE [per mil]	Pa_231_D_CONC_BOTTLE [uBq/kg]	Pb_210_D_CONC_BOTTLE [mBq/kg]	Po_210_D_CONC_BOTTLE [mBq/kg]	Th_230_D_CONC_BOTTLE [uBq/kg]	Th_232_D_CONC_BOTTLE [pmol/kg]	Th_234_T_CONC_BOTTLE [mBq/kg]	Ra_223_D_CONC_PUMP [mBq/kg]	Ra_224_D_CONC_PUMP [mBq/kg]	Ra_226_D_CONC_PUMP [mBq/kg]	Ra_228_D_CONC_PUMP [mBq/kg]	Th_228_D_CONC_PUMP [uBq/kg]	Al_D_CONC_FISH [nmol/kg]	Cd_D_CONC_FISH [nmol/kg]	Co_D_CONC_FISH [pmol/kg]	Cu_D_CONC_FISH [nmol/kg]	Fe_D_CONC_FISH [nmol/kg]	Fe_II_D_CONC_FISH [nmol/kg]	Fe_S_CONC_FISH [nmol/kg]	Ga_D_CONC_FISH [pmol/kg]	Hg_D_CONC_FISH [pmol/kg]	Mn_D_CONC_FISH [nmol/kg]	Ni_D_CONC_FISH [nmol/kg]	Pb_D_CONC_FISH [pmol/kg]	Zn_D_CONC_FISH [nmol/kg]	Y_D_CONC_FISH [pmol/kg]	La_D_CONC_FISH [pmol/kg]	Ce_D_CONC_FISH [pmol/kg]	Pr_D_CONC_FISH [pmol/kg]	Nd_D_CONC_FISH [pmol/kg]	Sm_D_CONC_FISH [pmol/kg]	Eu_D_CONC_FISH [pmol/kg]	Gd_D_CONC_FISH [pmol/kg]	Tb_D_CONC_FISH [pmol/kg]	Dy_D_CONC_FISH [pmol/kg]	Ho_D_CONC_FISH [pmol/kg]	Er_D_CONC_FISH [pmol/kg]	Tm_D_CONC_FISH [pmol/kg]	Yb_D_CONC_FISH [pmol/kg]	Lu_D_CONC_FISH [pmol/kg]	Nd_143_144_D_EPSILON_FISH [per 10000]	Pb_206_204_D_RATIO_FISH	Pb_206_207_D_RATIO_FISH	Pb_208_207_D_RATIO_FISH	Fe_56_54_D_DELTA_FISH [per mil]	Zn_66_64_D_DELTA_FISH [per mil]	Pa_231_D_CONC_FISH [uBq/kg]	Th_230_D_CONC_FISH [uBq/kg]	Th_232_D_CONC_FISH [pmol/kg]	L1Cu_D_CONC_BOTTLE [nmol/kg]	L1Cu_D_LogK_BOTTLE	L1Fe_D_CONC_BOTTLE [nmol/kg]	L1Fe_D_LogK_BOTTLE	L2Fe_D_CONC_BOTTLE [nmol/kg]	L2Fe_D_LogK_BOTTLE	L1Cu_D_CONC_FISH [nmol/kg]	L1Cu_D_LogK_FISH	L1Fe_D_CONC_FISH [nmol/kg]	L1Fe_D_LogK_FISH	L2Fe_D_CONC_FISH [nmol/kg]	L2Fe_D_LogK_FISH	P_TP_CONC_BOTTLE [nmol P/kg]	P_TPL_CONC_BOTTLE [nmol P/kg]	Al_TP_CONC_BOTTLE [nmol/kg]	Al_TPL_CONC_BOTTLE [nmol/kg]	Al_TPR_CONC_BOTTLE [nmol/kg]	Cd_TP_CONC_BOTTLE [pmol/kg]	Cd_TPL_CONC_BOTTLE [pmol/kg]	Cd_TPR_CONC_BOTTLE [pmol/kg]	Co_TP_CONC_BOTTLE [pmol/kg]	Co_TPL_CONC_BOTTLE [pmol/kg]	Co_TPR_CONC_BOTTLE [pmol/kg]	Fe_TP_CONC_BOTTLE [nmol/kg]	Fe_TPL_CONC_BOTTLE [nmol/kg]	Fe_TPR_CONC_BOTTLE [nmol/kg]	Mn_TP_CONC_BOTTLE [nmol/kg]	Mn_TPL_CONC_BOTTLE [nmol/kg]	Mn_TPR_CONC_BOTTLE [nmol/kg]	P_TPR_CONC_BOTTLE [nmol/kg]	Ti_TP_CONC_BOTTLE [nmol/kg]	Ti_TPL_CONC_BOTTLE [nmol/kg]	Ti_TPR_CONC_BOTTLE [nmol/kg]	Ag_LPT_CONC_PUMP [pmol/kg]	Ag_SPT_CONC_PUMP [pmol/kg]	Al_LPT_CONC_PUMP [nmol/kg]	Al_SPT_CONC_PUMP [nmol/kg]	Ba_LPT_CONC_PUMP [pmol/kg]	Ba_SPT_CONC_PUMP [pmol/kg]	Cd_LPT_CONC_PUMP [pmol/kg]	Cd_SPT_CONC_PUMP [pmol/kg]	Co_LPT_CONC_PUMP [pmol/kg]	Co_SPT_CONC_PUMP [pmol/kg]	Cu_LPT_CONC_PUMP [pmol/kg]	Cu_SPT_CONC_PUMP [pmol/kg]	Fe_LPT_CONC_PUMP [nmol/kg]	Fe_SPT_CONC_PUMP [nmol/kg]	Mn_LPT_CONC_PUMP [nmol/kg]	Mn_SPT_CONC_PUMP [nmol/kg]	Ni_LPT_CONC_PUMP [pmol/kg]	Ni_SPT_CONC_PUMP [pmol/kg]	P_LPT_CONC_PUMP [nmol/kg]	P_SPT_CONC_PUMP [nmol/kg]	Pb_LPT_CONC_PUMP [pmol/kg]	Pb_SPT_CONC_PUMP [pmol/kg]	Th_LPT_CONC_PUMP [pmol/kg]	Th_SPT_CONC_PUMP [pmol/kg]	Ti_LPT_CONC_PUMP [pmol/kg]	Ti_SPT_CONC_PUMP [pmol/kg]	V_LPT_CONC_PUMP [pmol/kg]	V_SPT_CONC_PUMP [pmol/kg]	Y_LPT_CONC_PUMP [pmol/kg]	Y_SPT_CONC_PUMP [pmol/kg]	Nd_LPT_CONC_PUMP [pmol/kg]	Nd_SPT_CONC_PUMP [pmol/kg]	Pa_231_SPT_CONC_PUMP [uBq/kg]	Th_228_SPT_CONC_PUMP [uBq/kg]	Th_230_SPT_CONC_PUMP [uBq/kg]	Th_232_SPT_CONC_PUMP [pmol/kg]	Th_234_SPT_CONC_PUMP [mBq/kg]	Th_234_LPT_CONC_PUMP [mBq/kg]
S0065	GA03	KN204-1	Station 3	1701374	845303	38.6683	-69.11577999999997	61.2	NA	61.7	24.153	36.339001	36.341999	1.83	1.119	NA	1.34	1.7	6.668	203.100006	202.8	0	0.009268	0.19	0.09	0.166146	0.01	0.026244	NA	NA	NA	NA	-15.3	0.511	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	44.165855	46.299999	5.5e-4	44.878048	1.034146	0.536098	NA	0.12	48.400002	1.268293	2.019024	NA	24.35	0.364634	127	14.2	10.14	3.12	15.6	3.43	0.96	5.32	0.76	6.23	1.42	4.97	0.615	4.26	0.601	NA	18.42	1.172	2.445	NA	0.74	-0.51	0.681564	NA	NA	0.896446	0.358817	46.995121	0	0.146341	1.359317	0.834146	149.59317	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.37561	14.15	1.873171	12.48	0.595122	11.88	NA	NA	NA	NA	NA	NA	NA	12.716976	NA	0.470195	1.303795	NA	1.346341	NA	NA	3.24878	0.585366	NA	0.321941	0.518205	NA	0.618205	0.010127	1.736615	NA	7.61e-4	0.059405	0.004156	0.217561	2.039024	0.611707	10.439024	11.219512	0.02761	0.574634	0.298537	2.702439	1.590244	26.04878	0.548293	0.253659	0.032683	0.336585	4.058537	27.902439	0.069463	10.146342	0.283902	0.496585	0.033268	0.013756000000000001	64.195122	13.853659	1.95122	3.687805	0.236098	0.345366	0.195122	0.194146	NA	9.756098	NA	NA	1.793463	0.739805
S0066	GA03	KN204-1	Station 3	1701374	845306	38.6683	-69.11577999999997	86.4	NA	87.1	23.587	36.679001	36.665001	1.922	1.159	NA	1.194	1.697	6.702	166.100006	165.7	0.08	0.012	0.68	2.28	0.209951	0.03	0.046732	NA	NA	NA	NA	-9.1	0.491	NA	NA	3.27	NA	NA	NA	NA	NA	NA	NA	42.117073	45.200001	5e-4	47.804878	0.951219	0.492683	NA	0.092	42.799999	0.97561	1.768293	NA	19.9	0.460488	125.300003	13.9	9.97	3.03	15.3	3.35	0.94	5.16	0.74	6.07	1.38	4.86	0.606	4.21	0.598	NA	18.290001	1.169	2.444	0.62	0.64	-0.69	0.78642	NA	NA	0.964819	0.303913	30.731707	0.004878	0.076422	1.391902	0.691057	108.94342	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.609756	13.9	1.795122	12.49	1.219512	11.77	NA	NA	NA	NA	NA	NA	11.596371	NA	0.926146	NA	NA	0.585366	NA	NA	4	NA	NA	0.565756	NA	NA	0.313268	NA	NA	NA	0.042322	NA	NA	0.006361	25.170732	3.131707	8.243902	16	114.146339	0.042927	0.767805	0.524878	3.014634	2.156098	25.560976	0.783415	1.873171	0.074049	0.800976	5.073171	46.048782	0.230244	6.809756	0.393171	1.034146	0.05678	0.080488	101.463417	221.463425	3.219512	9.521952	0.404878	1.014634	0.337561	0.701463	NA	13.007805	NA	NA	2.378829	0.512195
S0067	GA03	KN204-1	Station 3	1701374	845309	38.6683	-69.11577999999997	108.8	NA	109.7	21.66	36.749001	36.764	2.042	1.218	NA	1.171	1.696	6.735	151.5	151.1	0.2	0.301463	1.07	4.72	0.984	0	0.013756000000000001	NA	NA	NA	NA	-4.5	0.508	NA	NA	3.2	NA	NA	NA	NA	NA	NA	NA	33.668293	42.299999	0.028584	60.487804	0.819512	0.514634	NA	0.194	36.900002	NA	0.303902	NA	24.450001	0.691463	116.599998	14.5	8.45	2.97	14.9	3.19	0.87	4.66	0.67	5.4	1.25	4.53	0.55	3.91	0.556	NA	18.379999	1.174	2.447	0.215	0.72	-0.52	0.908752	NA	NA	1.109162	0.293656	38.536587	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.658537	12.44	0.565854	11.56	NA	NA	NA	NA	NA	NA	3.628995	NA	2.494049	NA	NA	0.292683	NA	NA	2.146342	NA	NA	0.836195	NA	NA	0.22439	NA	NA	NA	0.091893	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S0068	GA03	KN204-1	Station 3	1701374	845312	38.6683	-69.11577999999997	135.6	NA	136.7	20.289	36.762001	36.759998	2.167	1.299	NA	1.165	1.726	6.943	162.800003	161.6	0.19	0.350927	0.78	4.71	0.98478	0	0.011512	NA	NA	NA	0.55	-4.1	0.493	NA	NA	2.82	NA	NA	NA	NA	NA	NA	NA	36.848782	42.599998	0.030934	58.536587	0.839024	0.541341	NA	0.134	38.200001	NA	0.252195	NA	19.85	0.870122	116.900002	14.7	8.24	3.01	15.3	3.2	0.85	4.74	0.66	5.58	1.25	4.58	0.553	3.93	0.556	NA	18.459999	1.178	2.449	0.225	0.64	-0.43	0.978656	NA	NA	1.686534	0.314816	38.048782	0.001626	0.120325	1.302439	0.331707	138.211716	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.560976	12.58	0.585366	11.76	NA	NA	NA	NA	NA	NA	3.053688	NA	2.654927	NA	NA	0.292683	NA	NA	2.146342	NA	NA	0.974341	NA	NA	0.21678	NA	NA	NA	0.097805	NA	NA	0.00722	0.11122	4.214634	1.726829	49.365852	157.073166	0.046439	0.254634	0.538537	1.765854	2.273171	25.560976	1.073171	0.651707	0.078927	0.257561	7.141463	34.829269	0.265366	2.078049	0.428293	0.555122	0.065268	0.026439	158.048782	74.243904	4.165854	4.146341	0.476098	0.44878	0.367805	0.280976	NA	17.885855	NA	NA	2.273171	0.604878
S0069	GA03	KN204-1	Station 3	1701374	845315	38.6683	-69.11577999999997	186.5	NA	188	18.946	36.641998	36.640999	2.27	1.357	NA	1.229	1.694	6.858	187.600006	187.8	0.12	0.164683	0.29	3.63	0.983317	0	0.011805	NA	NA	NA	NA	-8.1	0.516	NA	NA	2.65	NA	NA	NA	NA	NA	NA	NA	46.770733	NA	0.011728	48.780487	0.834146	0.388659	NA	0.111	40	0.878049	0.300976	NA	19	0.879878	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.53	-0.48	0.96118	NA	NA	2.111966	0.310981	47.804878	0.003252	0.099187	1.593463	0.36748	182.114151	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.8	13.9	1.170732	12.31	0.692683	11.55	NA	NA	NA	NA	NA	NA	2.745034	NA	2.430341	NA	NA	0.097561	NA	NA	1.756098	NA	NA	0.76	NA	NA	0.169073	NA	NA	NA	0.118439	NA	NA	0.013268	0.091122	6.282927	2.331707	32.487804	118.048782	0.10439	0.172683	0.939512	1.77561	3.873171	20.780487	1.570732	0.816585	0.172683	0.225366	12.292683	30.341463	0.860488	1.541463	0.760976	0.559024	0.099512	0.028488	179.512207	78.829269	6.487805	5.063415	0.891707	0.474146	0.611707	0.276098	NA	17.885855	NA	NA	1.705659	0.42439
S0070	GA03	KN204-1	Station 3	1701374	845318	38.6683	-69.11577999999997	234.7	NA	236.6	18.224	36.563999	36.564999	2.351	1.391	NA	1.257	1.696	6.926	192.399994	193.3	0.19	NA	0.68	4.52	NA	0	NA	NA	NA	NA	0.61	-3.5	0.507	NA	NA	2.76	NA	NA	NA	NA	NA	NA	NA	36.848782	44.5	0.024484	46.829269	0.848781	0.390244	NA	0.087	42.5	0.780488	0.28	NA	22.1	1.084268	121	14	6.7	2.93	14.7	3.23	0.87	4.9	0.7	5.81	1.33	4.77	0.585	4.13	0.581	NA	NA	NA	NA	0.205	0.54	-0.49	1.066036	NA	NA	2.294294	0.299603	39.834148	0.004878	0.204878	1.543122	0.338212	201.626343	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.278049	12.72	0.926829	11.71	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.08878	2.185366	2.565854	10.731707	120	0.059122	0.160976	0.272195	1.902439	0.909268	46.731709	0.534634	0.848781	0.052195	0.217561	3.590244	31.804878	0.247805	1.463415	0.222439	0.515122	0.037463	0.035415	70.341461	86.439026	2.185366	4.917073	0.239024	0.493659	0.200976	0.318049	NA	17.885855	NA	NA	1.590244	0.414634
S0071	GA03	KN204-1	Station 3	1701374	845321	38.6683	-69.11577999999997	288.8	NA	291.2	17.589	36.453999	36.452999	2.374	1.361	NA	1.173	1.702	6.908	184.899994	185.9	0.31	NA	1.27	6.41	NA	0	NA	NA	NA	NA	0.59	5.1	0.505	NA	NA	3.22	NA	NA	NA	NA	NA	NA	NA	35.160976	44.799999	0.027334	46.829269	0.834146	0.315732	NA	0.106	42.400002	0.780488	0.273659	NA	21.65	0.718293	121.400002	14.8	6.93	3.01	15.4	3.29	0.87	4.94	0.71	5.83	1.32	4.75	0.586	4.11	0.593	NA	NA	NA	NA	NA	0.59	-0.52	NA	NA	NA	NA	NA	40.65366	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.121951	12.48	1.092683	11.39	NA	NA	NA	NA	NA	NA	2.797405	NA	3.258732	NA	NA	0.195122	NA	NA	2.926829	NA	NA	1.012585	NA	NA	0.240195	NA	NA	NA	0.126644	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S0114	GA03	KN204-1	Station 1	1646123	845123	39.6941	-69.81400000000002	30.2	2079	30.4	19.386	34.978001	34.987	2.284	1.314	NA	1.493	1.73	6.955	226.300003	226.7	0.08	0.075805	0.88	0.35	0.710439	0.06	0.067122	NA	NA	NA	1	-12.5	1.02	NA	NA	9.75	NA	NA	NA	NA	NA	NA	NA	23.12195	47.200001	0.036562	128.780487	1.531707	0.615122	NA	NA	38.400002	0.487805	3.165854	NA	20.1	0.75122	145.199997	20.799999	9.78	3.98	19.5	4.05	1.07	6.04	0.88	6.97	1.66	5.89	0.765	5.31	0.788	NA	NA	1.187	2.456	0.29	0.21	-0.22	0.471852	3.007	2.333	0.615357	0.397431	32.029266	0.003252	0.099187	1.533366	1.256911	87.804878	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.458537	14	2	12.34	0.35122	11.94	NA	NA	NA	NA	NA	NA	NA	31.29521	NA	1.096244	3.533951	NA	7.658536	NA	NA	3.726829	0.819512	NA	0.525112	1.017707	NA	0.872293	0.017317	4.566049	NA	6.34e-4	0.214546	0.006546	0.391219	1.941463	0.93561	29.463415	32	0.06361	2.068293	0.373659	1.95122	5.707317	22.634146	0.569756	0.326829	0.045951	0.296585	7.229268	14.439024	0.176585	10.731707	0.466341	0.743415	0.025659	0.046732	55.317074	17.268293	2.780488	11.121951	0.222439	0.78439	0.155122	0.960976	NA	6.50439	NA	NA	1.578829	0.79678
S0115	GA03	KN204-1	Station 1	1646123	845126	39.6941	-69.81400000000002	57.8	2079	58.3	18.637	35.431999	35.450001	2.31	1.342	NA	1.332	1.72	6.958	189.300003	189.6	0.42	0.109561	2.54	4.81	0.709659	0.17	0.083805	NA	NA	NA	0.45	-6.2	0.811	NA	NA	4.075	NA	NA	NA	NA	NA	NA	NA	25.990244	47.5	0.040162	119.024391	1.64878	0.682927	NA	NA	37.200001	0.585366	2.762927	NA	21.4	0.937561	145.100006	21	10.11	4.04	19.700001	4.12	1.07	6.11	0.89	7.09	1.66	5.85	0.757	5.32	0.794	NA	NA	1.19	2.455	0.255	0.23	-0.54	NA	1.135	1.2	NA	NA	30.89756	0.003252	0.068293	1.533366	1.019512	76.42244	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.117073	12.29	0.282927	11.96	NA	NA	NA	NA	NA	NA	NA	16.537239	NA	0.6916	4.666371	NA	3.902439	0.156098	NA	2.380488	0.741463	NA	0.588585	1.429356	NA	0.765756	0.129444	2.677434	NA	6.24e-4	0.104634	0.006527	0.376585	1.42439	6.57561	17.560976	91.121948	0.037171	1.668293	0.307317	2.653658	5.063415	24.390244	0.426341	2.097561	0.036293	1.004878	5.609756	26.731707	0.126829	7.453659	0.36878	2.429268	0.019805	0.105366	41.268291	165.853653	2.068293	13.463415	0.158049	1.229268	0.129756	1.063415	NA	16.260489	NA	NA	3.053658	0.8
S0116	GA03	KN204-1	Station 1	1646123	845834	39.6941	-69.81400000000002	89.2	2079	89.9	15.814	36.035	36.026001	2.208	1.222	NA	0.908	1.716	7.059	144	144.3	0.93	0.484585	5.18	13.37	0.764976	0	0.015707	NA	NA	NA	0.36	17.1	0.495	NA	NA	4.08	2.38	NA	NA	NA	NA	NA	NA	25.014633	44.299999	0.121915	77.073174	0.951219	0.755122	NA	NA	34.400002	0.682927	0.464878	NA	47	0.93378	128	18.4	6.86	3.52	17.5	3.61	0.95	5.24	0.75	6.07	1.41	5.06	0.64	4.49	0.654	NA	NA	1.164	2.438	0.235	0.29	-0.26	1.3107	1.422	1.533	1.390251	0.290769	39.024391	0.001626	0.053659	1.468293	0.349593	66.666344	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.517073	14.2	1.82439	12.27	0.4	11.25	NA	NA	NA	NA	NA	NA	6.300058	NA	18.292391	NA	NA	1.073171	NA	NA	3.804878	NA	NA	5.578732	NA	NA	0.55092699999999994	NA	NA	NA	0.541385	NA	NA	0.015707	0.186341	5.990244	17.365854	32.292683	100.487808	0.088488	0.891707	0.677073	2.721951	6.897561	17.560976	1.697561	4.35122	0.067122	0.542439	14.048781	39.219513	0.280976	2.526829	0.618537	2.097561	0.073366	0.263415	182.439026	491.707306	5.941463	21.170732	0.537561	2.351219	0.446829	2.058537	0.033759	24.390244	0.50696	0.256642	4.72683	0.733366
S0117	GA03	KN204-1	Station 1	1646123	845129	39.6941	-69.81400000000002	109.9	2079	110.8	14.399	35.855999	35.861	2.152	1.16	NA	0.814	1.725	7.138	144.800003	144.8	0.92	0.595024	6.15	15.41	0.770829	0	0.008488	NA	NA	NA	0.51	23.5	0.48	NA	NA	4.345	2.29	NA	NA	NA	NA	NA	NA	23.765854	42.700001	0.163627	71.219513	0.873171	0.779512	NA	NA	31.4	0.682927	0.31561	NA	48.099998	0.889634	121.900002	17.9	5.62	3.45	17	3.49	0.96	5.08	0.73	5.88	1.35	4.89	0.61	4.23	0.636	NA	NA	1.179	2.45	0.245	0.36	-0.1	1.502936	1.408	1.483	1.625758	0.293656	36.907318	0.001626	0.074797	1.403219	0.203252	55.284878	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.331707	13.65	1.970732	12.27	0.585366	11.67	NA	NA	NA	NA	NA	NA	3.607317	NA	20.292294	NA	NA	0.682927	NA	NA	3.414634	NA	NA	5.504	NA	NA	0.438244	NA	NA	NA	0.599015	NA	NA	0.005902	0.160976	2.546341	15.414634	18.536585	90.146339	0.028683	0.82439	0.366829	2.351219	3.082927	16	0.75122	3.726829	0.038927	0.401951	7.395122	33.07317	0.117073	2.04878	0.293659	1.785366	0.031805	0.24	69.365852	494.634155	2.702439	18.04878	0.221463	2.370732	0.188293	1.892683	0.033759	22.763903	0.50696	0.256642	4.235805	0.912195
S0118	GA03	KN204-1	Station 1	1646123	845132	39.6941	-69.81400000000002	135.4	2079	136.5	13.526	35.734001	35.735001	2.143	1.158	NA	0.788	1.746	7.106	150.800003	151.2	1.14	0.633659	6.84	16.290001	0.784976	0	0.006244	NA	NA	NA	0.47	25.9	0.467	NA	NA	4.495	2.03	NA	NA	NA	NA	NA	NA	22.682926	42.700001	0.192111	70.243904	0.882927	0.786829	NA	NA	35.200001	0.780488	0.301951	NA	19.799999	1.061829	120.699997	18.9	5.08	3.55	17.5	3.59	0.94	5.11	0.72	5.86	1.35	4.84	0.601	4.29	0.635	NA	NA	NA	NA	0.245	0.15	0	1.92236	1.808	0.9	1.785295	0.289131	33.658539	0.003252	0.066666	1.62761	0.253659	43.902439	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.765854	12.51	0.790244	11.26	NA	NA	NA	NA	NA	NA	3.800478	NA	18.260977	NA	NA	0.682927	NA	NA	3.414634	NA	NA	5.274439	NA	NA	0.429951	NA	NA	NA	0.526761	NA	NA	0.016683	0.150244	2.195122	12.780488	19.902439	93.658539	0.20878	0.782439	0.387317	2.429268	4.380488	21.756098	0.642927	3.307317	0.050049	0.400976	7.570732	32.390244	0.276098	1.64878	0.363902	1.843902	0.031317	0.193171	60.390244	360	2.682927	15.804878	0.24878	1.843902	0.197073	1.629268	0.026086	21.138536	0.429879	0.174276	4.040683	1.139805
